label,url,brand,name,price,skin type,skin tone,spf,concern,concern 2,concern 3,key ingredient,formulation
primer,https://www.myntra.com/foundation-and-primer/mac/mac-women-fix-vitality-setting-spray-30-ml/12335490/buy,M.A.C,Women Fix+ Vitality Setting Spray 30 ml,₹ 1200,All,Light to Medium,,,,,,Liquid
primer,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-women-pack-of-of-3-beauty-kit/6511895/buy,Colorbar,Women Pack of of 3 Beauty Kit,₹ 1189,,,,Dullness,,,Vitamin E,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-vitamin-glow-primer/12852804/buy,Smashbox,Vitamin Glow Primer,₹ 3050,Normal,Light to Medium,,,,,,Gel
primer,https://www.myntra.com/foundation-and-primer/la-girl/la-girl-proprep-hd-face-primer/2156676/buy,L.A Girl,PRO.Prep HD Face Primer,₹ 850,,Light to Medium,,Dullness,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/mac/mac-women-fixplay-setting-spray-30-ml/12335492/buy,M.A.C,Women Fix+Play Setting Spray 30 ml,₹ 1200,All,Light to Medium,,,,,,Liquid
primer,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-women-set-of-velvet-matte-lipstick--perfect-match-primer/6529148/buy,Colorbar,ColorBar Women Set of Velvet Matte Lipstick & Perfect Match Primer,₹ 740,,,,Dullness,,,Vitamin E,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-photo-finish-minimize-pores--the-original-photo-finish-primers/14708658/buy,Smashbox,Set of Photo Finish Minimize Pores & The Original Photo Finish Primers,₹ 1980,,Light to Medium,,,,,Vitamin E,Gel
primer,https://www.myntra.com/foundation-and-primer/la-girl/la-girl-green-pro-prep-hd-colour-correcting-face-primer-gfp912/7745222/buy,L.A Girl,Green Pro Prep HD Colour Correcting Face Primer GFP912,₹ 637,All,,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-vitamin-glow-primer---travel/12852810/buy,Smashbox,Vitamin Glow Primer - Travel,₹ 1590,,Light to Medium,,,,,Vitamin E,Gel
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-reduce-redness-primer/13125240/buy,Smashbox,Photo Finish Reduce Redness Primer,₹ 990,All,Fair to Light,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/ofra/ofra-rodeo-drive-primer-30-ml/12702322/buy,OFRA,Rodeo Drive Primer 30 ml,₹ 1350,Normal,Fair to Light,,,,,,Liquid
primer,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-women-combo-pack-of-primer--lipstick/6511698/buy,Colorbar,Women Combo Pack of Primer & Lipstick,₹ 1035,,,,Dullness,,,Vitamin E,Cream
primer,https://www.myntra.com/foundation-and-primer/revlon/revlon-set-of-foundation--primer/7764327/buy,Revlon,Set of Foundation & Primer,₹ 2029,All,Fair to Light,,Uneven Texture,,,,Liquid
primer,https://www.myntra.com/foundation-and-primer/pac/pac-not-so-basic-shine-killer-primer-25-ml/9794547/buy,PAC,Not So Basic Shine Killer Primer 25 ml,₹ 667,Normal,Fair to Light,,,,,,Liquid
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-3-photo-phinish-primer/12852806/buy,Smashbox,Set of 3 Photo Phinish Primer,₹ 2900,Normal,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-2-photo-finish-primers/14708662/buy,Smashbox,Set of 2 Photo Finish Primers,₹ 1980,All,Fair to Light,,Pore Minimizing and Blurring,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-the-original-photo-finish-primer--always-on-mini-gel-eyeliner---fishnet/14708672/buy,Smashbox,Set of The Original Photo Finish Primer & Always On Mini Gel Eyeliner - Fishnet,₹ 1680,,,,Anti Pollution,,,Vitamin E,Gel
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-photo-finish-oil--shine-control-primer--always-on-gel-eyeliner-fishnet/14708668/buy,Smashbox,Set of Photo Finish Oil & Shine Control Primer & Always On Gel Eyeliner Fishnet,₹ 1680,,,,Pore Minimizing and Blurring,,,Salicylic Acid,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-photo-finish-oil--shine-control-primer--always-on-gel-eyeliner-fishnet/14708666/buy,Smashbox,Set of Photo Finish Oil & Shine Control Primer & Always On Gel Eyeliner Fishnet,₹ 1680,,,,Pore Minimizing and Blurring,,,Salicylic Acid,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-photo-finish-minimize-pores-primer--mini-always-on-gel-eyeliner--fishnet/14708660/buy,Smashbox,Set of Photo Finish Minimize Pores Primer & Mini Always On Gel Eyeliner- Fishnet,₹ 1680,,Light to Medium,,Oil Control,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-women-the-porefessional-face-primer-22-ml/14411296/buy,Benefit Cosmetics,Women The POREfessional Face Primer 22 ml,₹ 3300,Normal,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-always-on-mini-gel-eyeliner---fishnet--photo-finish-minimize-pores-primer/14701524/buy,Smashbox,Set Of Always On Mini Gel Eyeliner - Fishnet & Photo Finish Minimize Pores Primer,₹ 1680,,Light to Medium,,Oil Control,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/revlon/revlon-set-of-primer--eyeliner/7731317/buy,Revlon,Set of Primer & Eyeliner,₹ 1638,All,Fair to Light,,Uneven Texture,,,,Liquid
primer,https://www.myntra.com/foundation-and-primer/kiko-milano/kiko-milano-radiant-boost-face-base-30-ml/7735356/buy,KIKO MILANO,Kiko Milano Radiant Boost Face Base 30 ml,₹ 1425,Normal,Light to Medium,,,,,,Liquid
primer,https://www.myntra.com/foundation-and-primer/revlon/revlon-set-of-2-beauty-kits/7731051/buy,Revlon,Set of 2 Beauty Kits,₹ 1289,All,Fair to Light,,Uneven Texture,,,,Liquid
primer,https://www.myntra.com/foundation-and-primer/kiko-milano/kiko-milano-prime--fix-refreshing-mist-70-ml/7739164/buy,KIKO MILANO,Prime & Fix Refreshing Mist 70 ml,₹ 1250,Normal,Light to Medium,,,,,,Liquid
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-pearl-face-primer-mini-75-ml/14411342/buy,Benefit Cosmetics,The POREfessional Pearl Face Primer Mini 7.5 ml,₹ 1240,Normal,Light to Medium,,Dullness,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/wet-n-wild/wet-n-wild-sustainable-set-of-2-primer/7764349/buy,Wet n Wild,Sustainable Set of 2 Primer,₹ 908,,Light to Medium,,,,,Vitamin E,Cream
primer,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-women-primer--lipstick-set/6529194/buy,Colorbar,ColorBar Women Primer & Lipstick Set,₹ 809,,,,Dullness,,,Vitamin E,Cream
primer,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-women-set-of-perfect-match-primer--velvet-matte-lipstick-rum-raisin-041/6529143/buy,Colorbar,ColorBar Women Set of Perfect Match Primer & Velvet Matte Lipstick Rum Raisin 041,₹ 809,,,,Dullness,,,Vitamin E,Cream
primer,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-women-combo-pack-of-primer--lipstick/6511682/buy,Colorbar,Women Combo Pack of Primer & Lipstick,₹ 809,,,,Dullness,,,Vitamin E,Cream
primer,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-women-primer--lipstick-set/6529185/buy,Colorbar,ColorBar Women Primer & Lipstick Set,₹ 799,,,,Dullness,,,Vitamin E,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefits-cosmetics-that-gal-brightening-face-primer---silky-pink/14411458/buy,Benefit Cosmetics,Benefits Cosmetics That Gal Brightening Face Primer - Silky Pink,₹ 3000,Normal,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-the-original-photo-finish-primer--always-on-mini-gel-eyeliner---fishnet/14708670/buy,Smashbox,Set of The Original Photo Finish Primer & Always On Mini Gel Eyeliner - Fishnet,₹ 1680,,,,Anti Pollution,,,Vitamin E,Gel
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-2-the-original-primer--photo-finish-primer/14708664/buy,Smashbox,Set of 2 The Original Primer & Photo Finish Primer,₹ 1980,,,,Pore Minimizing and Blurring,,,Vitamin E,Gel
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-photo-finish-minimize-pores--reduce-redness-primers/14708656/buy,Smashbox,Set of Photo Finish Minimize Pores & Reduce Redness Primers,₹ 1980,All,Fair to Light,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-photo-finish-minimize-pores--oil--shine-control-primers/14708654/buy,Smashbox,Set of Photo Finish Minimize Pores & Oil & Shine Control Primers,₹ 1980,All,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/inglot/inglot-nude-mattifying-under-makeup-base-primer-30-ml/11801048/buy,INGLOT,Nude Mattifying Under Makeup Base Primer 30 ml,₹ 1752,All,Light to Medium,,,,,,Liquid
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-hydrate-primer/14411300/buy,Benefit Cosmetics,The POREfessional Hydrate Primer,₹ 3300,,Light to Medium,,Pore Minimizing and Blurring,,,Hyaluronic Acid,Cream
primer,https://www.myntra.com/foundation-and-primer/shiseido/shiseido-waso-poreless-matte-primer-20-ml/11156688/buy,SHISEIDO,Waso Poreless Matte Primer 20 ml,₹ 2500,All,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-women-set-of-velvet-matte-lipstick--perfect-match-primer/6529158/buy,Colorbar,ColorBar Women Set of Velvet Matte Lipstick & Perfect Match Primer,₹ 822,,,,Dullness,,,Vitamin E,Cream
primer,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-women-primer--lipstick-set/6529149/buy,Colorbar,ColorBar Women Primer & Lipstick Set,₹ 881,,,,Dullness,,,Vitamin E,Cream
primer,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-women-pack-of-primer--make-up-stick/6511900/buy,Colorbar,Women Pack of Primer & Make-up Stick,₹ 1146,,,,Dullness,,,Vitamin E,Cream
primer,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-women-beauty-kit-pack/6511892/buy,Colorbar,Women Beauty Kit Pack,₹ 1257,,,,Dullness,,,Vitamin E,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-hydrate-primer-mini/14411462/buy,Benefit Cosmetics,The POREfessional Hydrate Primer Mini,₹ 1240,,Light to Medium,,Pore Minimizing and Blurring,,,Hyaluronic Acid,Cream
primer,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-illuminating-fixing-spray--blush-set/5671331/buy,Makeup Revolution London,Illuminating Fixing Spray & Blush Set,₹ 2024,All,Fair to Light,,,,,,Liquid
primer,https://www.myntra.com/foundation-and-primer/shiseido/shiseido-women-spf-15-glow-enhancing-primer-30-ml/2378863/buy,SHISEIDO,Women SPF 15 Glow Enhancing Primer 30 ml,₹ 2450,Normal,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-matte-rescue-gel-primer-mini-/14411298/buy,Benefit Cosmetics,The POREfessional Matte Rescue Gel Primer Mini,₹ 1240,All,Light to Medium,,Pore Minimizing and Blurring,,,,Gel
primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-perfecting-primer-30ml/1605275/buy,FACES CANADA,Ultime Pro Perfecting Primer 30ml,₹ 719,All,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-primer-water-116-ml/12278958/buy,Smashbox,Photo Finish Primer Water 116 ml,₹ 1990,All,Light to Medium,,,,,,Liquid
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-halo-healthy-glow-all-in-1-primer/13356428/buy,Smashbox,HALO HEALTHY GLOW All in 1 Primer,₹ 2650,Normal,Fair to Light,Between 15-30,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-primerizer-primer--moisturizer---30-g/10699656/buy,FACES CANADA,Ultime Pro Primerizer Primer + Moisturizer - 30 g,₹ 599,All,Light to Medium,,,,,,Liquid
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-the-original-photo-finish-smooth--blur-primer-30-ml/12278900/buy,Smashbox,The Original Photo Finish Smooth Blur Primer 30 ml,₹ 3050,All,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-women-photo-finish-primer-30-ml/12278932/buy,Smashbox,Women Photo Finish Primer 30 ml,₹ 3350,,Fair to Light,,,,,Hyaluronic Acid,Liquid
primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-vitamin-rich-primer-15-gm/14545282/buy,FACES CANADA,Vitamin Rich Primer 15 gm,₹ 559,All,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-oil--shine-control-primer-8-ml/13125244/buy,Smashbox,Photo Finish Oil & Shine Control Primer 8 ml,₹ 990,Normal,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-oil--shine-control-primer-30-ml/12278918/buy,Smashbox,Photo Finish Oil Shine Control Primer 30 ml,₹ 3050,Oily,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-the-original-photo-finish-smooth--blur-primer-8-ml/13125242/buy,Smashbox,The Original Photo Finish Smooth & Blur Primer 8 ml,₹ 990,,Light to Medium,,,,,Vitamin E,Gel
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-the-original-photo-finish-smooth--blur-primer--travel-size-12-ml/12278914/buy,Smashbox,The Original Photo Finish Smooth Blur Primer- Travel Size 12 ml,₹ 1450,,Light to Medium,,,,,Vitamin A,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-pore-minimizing-travel-size-primer-12-ml/12278930/buy,Smashbox,Photo Finish Pore Minimizing Travel Size Primer 12 ml,₹ 1450,Oily,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-women-travel-size-photo-finish-primer-15-ml/12278942/buy,Smashbox,Women Travel Size Photo Finish Primer 15 ml,₹ 1750,,Fair to Light,,,,,Hyaluronic Acid,Liquid
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-minimize-pores-primer-8-ml/13125238/buy,Smashbox,Photo Finish Minimize Pores Primer 8 ml,₹ 990,,Light to Medium,,Oil Control,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-women-photo-finish-minimize-pores-primer-30-ml/12278924/buy,Smashbox,Women Photo Finish Minimize Pores Primer 30 ml,₹ 3300,Oily,Fair to Light,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-halo-healthy-glow-all-in-1-primer-with-spf-25---light-neutral/13356424/buy,Smashbox,HALO HEALTHY GLOW All in 1 Primer with SPF 25 - Light Neutral,₹ 2650,,Light to Medium,Between 15-30,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-mini-vitamin-enriched-face-base-7-ml/12097794/buy,Bobbi Brown,Mini Vitamin Enriched Face Base 7 ml,₹ 990,,Light to Medium,,Dryness,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-pore-primer-mini/14411410/buy,Benefit Cosmetics,The POREfessional Pore Primer Mini,₹ 1240,Normal,Light to Medium,,,,,,Gel
primer,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-vitamin-enriched-face-base-for-normal-to-oily-skin-50-ml/9590793/buy,Bobbi Brown,Vitamin Enriched Face Base for Normal to Oily Skin 50 ml,₹ 5800,,Light to Medium,,,,,Vitamin C,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-vitamin-glow-primer/12852804/buy,Smashbox,Vitamin Glow Primer,₹ 3050,Normal,Light to Medium,,,,,,Gel
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-vitamin-glow-primer---travel/12852810/buy,Smashbox,Vitamin Glow Primer - Travel,₹ 1590,,Light to Medium,,,,,Vitamin E,Gel
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-3-photo-phinish-primer/12852806/buy,Smashbox,Set of 3 Photo Phinish Primer,₹ 2900,Normal,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-women-the-porefessional-face-primer-22-ml/14411296/buy,Benefit Cosmetics,Women The POREfessional Face Primer 22 ml,₹ 3300,Normal,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-pearl-face-primer-mini-75-ml/14411342/buy,Benefit Cosmetics,The POREfessional Pearl Face Primer Mini 7.5 ml,₹ 1240,Normal,Light to Medium,,Dullness,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefits-cosmetics-that-gal-brightening-face-primer---silky-pink/14411458/buy,Benefit Cosmetics,Benefits Cosmetics That Gal Brightening Face Primer - Silky Pink,₹ 3000,Normal,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-hydrate-primer/14411300/buy,Benefit Cosmetics,The POREfessional Hydrate Primer,₹ 3300,,Light to Medium,,Pore Minimizing and Blurring,,,Hyaluronic Acid,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-hydrate-primer-mini/14411462/buy,Benefit Cosmetics,The POREfessional Hydrate Primer Mini,₹ 1240,,Light to Medium,,Pore Minimizing and Blurring,,,Hyaluronic Acid,Cream
primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-matte-rescue-gel-primer-mini-/14411298/buy,Benefit Cosmetics,The POREfessional Matte Rescue Gel Primer Mini,₹ 1240,All,Light to Medium,,Pore Minimizing and Blurring,,,,Gel
primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-perfecting-primer-30ml/1605275/buy,FACES CANADA,Ultime Pro Perfecting Primer 30ml,₹ 719,All,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-primer-water-116-ml/12278958/buy,Smashbox,Photo Finish Primer Water 116 ml,₹ 1990,All,Light to Medium,,,,,,Liquid
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-halo-healthy-glow-all-in-1-primer/13356428/buy,Smashbox,HALO HEALTHY GLOW All in 1 Primer,₹ 2650,Normal,Fair to Light,Between 15-30,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-primerizer-primer--moisturizer---30-g/10699656/buy,FACES CANADA,Ultime Pro Primerizer Primer + Moisturizer - 30 g,₹ 599,All,Light to Medium,,,,,,Liquid
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-the-original-photo-finish-smooth--blur-primer-30-ml/12278900/buy,Smashbox,The Original Photo Finish Smooth Blur Primer 30 ml,₹ 3050,All,Light to Medium,,,,,,Cream
primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-women-photo-finish-primer-30-ml/12278932/buy,Smashbox,Women Photo Finish Primer 30 ml,₹ 3350,,Fair to Light,,,,,Hyaluronic Acid,Liquid
primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-vitamin-rich-primer-15-gm/14545282/buy,FACES CANADA,Vitamin Rich Primer 15 gm,₹ 559,All,Light to Medium,,,,,,Cream
